d,o,h,l,c,v
2019-09-08,10391.61,10391.96,10391.28,10391.63,12.615
2019-09-09,10327.09,10327.09,10307.0,10307.0,2.938
2019-09-10,10101.84,10104.29,10101.66,10102.02,7.637
2019-09-11,10162.46,10163.87,10158.91,10159.55,15.07
2019-09-12,10413.67,10415.13,10413.18,10415.13,8.586
2019-09-13,10334.64,10345.22,10333.91,10341.34,13.975
2019-09-14,10331.11,10333.19,10329.02,10332.25,17.926
2019-09-15,10302.33,10303.08,10302.19,10302.22,4.888
2019-09-16,10256.27,10256.27,10248.53,10249.27,21.088
2019-09-17,10188.41,10191.09,10186.52,10186.52,14.071
2019-09-18,10155.82,10157.47,10154.84,10155.16,15.051
2019-09-19,10242.68,10248.61,10242.68,10245.3,11.392
2019-09-20,10166.13,10167.01,10165.88,10166.35,9.528
2019-09-21,9986.72,9986.9,9983.33,9983.33,10.38
2019-09-22,10026.82,10029.02,10021.0,10023.04,12.836
2019-09-23,9687.71,9701.96,9687.18,9701.96,12.612
2019-09-24,8509.68,8510.5,8490.43,8495.83,66.86
2019-09-25,8424.15,8431.93,8424.15,8430.07,21.343
2019-09-26,8054.81,8062.99,8052.8,8060.15,18.336
2019-09-27,8177.04,8177.82,8173.52,8176.52,12.099
2019-09-28,8207.18,8207.18,8195.26,8195.38,18.378
2019-09-29,8042.04,8043.0,8040.63,8041.96,7.15
2019-09-30,8279.1,8285.84,8273.0,8285.84,33.319
2019-10-01,8293.15,8293.15,8289.86,8290.0,13.617
2019-10-02,8351.1,8353.55,8349.35,8352.14,25.933
2019-10-03,8213.86,8220.27,8213.86,8220.27,13.344
2019-10-04,8130.52,8130.56,8130.0,8130.56,4.799
2019-10-05,8119.62,8123.83,8119.47,8122.14,11.597
2019-10-06,7862.97,7863.18,7852.79,7852.79,10.715
2019-10-07,8190.62,8190.62,8185.43,8186.88,31.864
2019-10-08,8178.25,8178.25,8165.23,8167.62,40.81
2019-10-09,8561.45,8561.45,8558.03,8559.77,16.374
2019-10-10,8558.0,8558.11,8554.73,8556.02,23.441
2019-10-11,8259.55,8259.55,8255.58,8255.58,27.397
2019-10-12,8298.69,8300.31,8298.5,8300.22,32.071
2019-10-13,8275.93,8276.23,8274.33,8274.66,8.988
2019-10-14,8342.37,8346.64,8341.96,8346.05,37.399
2019-10-15,8159.65,8162.52,8157.21,8160.01,19.878
2019-10-16,7998.95,7998.95,7991.41,7992.21,69.586
2019-10-17,8061.61,8071.6,8061.61,8069.2,46.219
2019-10-18,7942.42,7947.98,7940.68,7943.94,112.025
2019-10-19,7951.58,7951.58,7944.02,7947.13,92.81
2019-10-20,8215.99,8219.0,8213.61,8218.23,35.108
2019-10-21,8213.0,8213.0,8201.0,8201.74,91.367
2019-10-22,8030.0,8030.09,8020.68,8020.89,85.826
2019-10-23,7462.02,7476.0,7461.06,7465.0,116.188
2019-10-24,7411.83,7413.44,7409.5,7411.35,39.859
2019-10-25,8654.8,8655.01,8649.15,8650.0,8.688
2019-10-26,9241.64,9241.66,9226.2,9232.22,29.851
2019-10-27,9538.95,9540.0,9529.14,9533.32,65.565
2019-10-28,9210.06,9217.37,9202.45,9217.36,205.288
2019-10-29,9413.99,9417.7,9411.02,9415.02,21.322
2019-10-30,9160.59,9165.67,9160.0,9165.3,45.859
2019-10-31,9146.73,9153.55,9142.71,9150.0,15.298
2019-11-01,9230.74,9231.9,9226.12,9231.01,25.178
2019-11-02,9289.99,9289.99,9287.1,9287.8,9.088
2019-11-03,9195.71,9201.67,9194.77,9197.88,53.892
2019-11-04,9393.85,9403.0,9393.14,9395.46,95.321
2019-11-05,9304.95,9313.84,9304.95,9313.2,66.343
2019-11-06,9344.0,9347.91,9340.0,9343.6,73.917
2019-11-07,9218.6,9221.52,9214.01,9219.64,68.855
2019-11-08,8779.01,8784.68,8774.38,8775.03,53.897
2019-11-09,8808.72,8811.36,8808.7,8811.15,16.494
2019-11-10,9045.66,9045.82,9041.2,9041.31,40.297
2019-11-11,8728.8,8730.0,8727.24,8728.93,59.704
2019-11-12,8801.4,8818.0,8801.4,8817.0,133.754
2019-11-13,8776.9,8776.91,8774.01,8774.76,32.023
2019-11-14,8646.11,8646.88,8641.05,8642.25,61.995
2019-11-15,8473.52,8473.99,8473.0,8473.27,5.611
2019-11-16,8490.1,8492.65,8490.0,8491.06,13.574
2019-11-17,8502.17,8504.82,8499.67,8504.04,86.19
2019-11-18,8188.6,8189.59,8183.23,8183.26,40.389
2019-11-19,8128.0,8133.3,8128.0,8131.7,20.574
2019-11-20,8094.2,8095.0,8094.0,8094.05,14.072
2019-11-21,7618.0,7623.63,7618.0,7621.9,47.403
2019-11-22,7267.01,7268.67,7261.5,7262.72,92.219
2019-11-23,7298.29,7307.85,7297.53,7305.99,136.967
2019-11-24,6906.56,6912.86,6893.0,6900.86,349.206
2019-11-25,7109.5,7112.83,7101.98,7102.03,111.543
2019-11-26,7149.37,7150.9,7148.42,7150.0,25.244
2019-11-27,7512.65,7513.54,7503.62,7506.77,94.615
2019-11-28,7416.42,7417.79,7414.71,7415.79,28.539
2019-11-29,7735.0,7737.99,7735.0,7736.66,42.971
2019-11-30,7542.04,7545.66,7542.04,7542.93,26.295
2019-12-01,7392.32,7394.26,7384.19,7387.38,103.91
2019-12-02,7296.06,7296.2,7291.0,7291.0,78.474
2019-12-03,7285.59,7290.86,7285.1,7290.86,34.503
2019-12-04,7183.05,7191.0,7181.86,7191.0,155.489
2019-12-05,7385.13,7386.02,7384.99,7384.99,6.487
2019-12-06,7525.0,7528.0,7520.0,7522.1,89.835
2019-12-07,7487.77,7488.4,7485.42,7487.2,37.342
2019-12-08,7506.62,7509.44,7505.05,7508.2,58.622
2019-12-09,7344.02,7344.02,7336.33,7337.49,57.978
2019-12-10,7221.06,7222.21,7220.28,7220.98,28.323
2019-12-11,7203.99,7206.99,7203.84,7205.77,37.422
2019-12-12,7191.81,7194.91,7190.8,7194.77,50.414
2019-12-13,7250.46,7253.09,7250.46,7252.98,22.22
2019-12-14,7062.73,7063.52,7060.26,7061.34,28.671
2019-12-15,7114.05,7115.0,7114.05,7115.0,15.852
2019-12-16,6890.0,6890.0,6886.96,6887.54,88.024
2019-12-17,6612.96,6619.44,6612.96,6618.96,78.691
2019-12-18,7270.19,7278.02,7270.19,7277.44,38.937
2019-12-19,7146.41,7146.41,7146.27,7146.29,8.395
2019-12-20,7182.56,7185.0,7182.56,7184.39,18.608
2019-12-21,7132.39,7132.67,7131.01,7131.01,20.112
2019-12-22,7504.87,7506.54,7497.41,7502.92,203.993
2019-12-23,7322.69,7323.0,7311.98,7314.01,85.239
2019-12-24,7251.32,7255.24,7249.84,7252.04,56.877
2019-12-25,7199.76,7201.46,7199.76,7201.45,11.229
2019-12-26,7199.0,7199.02,7197.0,7197.46,21.616
2019-12-27,7243.98,7248.68,7243.97,7248.4,61.336
2019-12-28,7309.79,7312.36,7309.4,7311.48,21.347
2019-12-29,7390.72,7390.72,7383.67,7383.67,56.737
2019-12-30,7239.99,7241.34,7239.99,7240.43,29.996
2019-12-31,7189.0,7189.54,7188.88,7189.0,22.243
2020-01-01,7195.72,7197.57,7195.72,7197.57,18.764
2020-01-02,6959.26,6962.06,6958.82,6962.04,99.795
2020-01-03,7312.14,7341.72,7312.14,7341.72,269.523
2020-01-04,7351.7,7351.7,7347.02,7350.71,58.511
2020-01-05,7355.3,7358.09,7354.36,7354.36,60.303
2020-01-06,7756.79,7757.99,7748.75,7757.39,167.9
2020-01-07,8166.09,8166.11,8150.0,8152.49,148.788
2020-01-08,8048.78,8059.9,8048.31,8059.84,61.573
2020-01-09,7822.41,7824.75,7816.09,7818.59,65.825
2020-01-10,8208.01,8208.01,8189.98,8207.09,445.275
2020-01-11,8029.16,8030.0,8020.56,8020.56,134.414
2020-01-12,8179.87,8189.0,8176.55,8186.7,173.35
2020-01-13,8104.1,8113.0,8102.0,8113.0,123.694
2020-01-14,8837.82,8857.12,8825.0,8825.0,194.935
2020-01-15,8829.39,8833.76,8825.24,8825.3,82.81
2020-01-16,8735.99,8737.4,8723.77,8725.08,64.657
2020-01-17,8919.56,8921.59,8917.0,8918.72,98.098
2020-01-18,8930.64,8930.72,8925.0,8925.0,54.619
2020-01-19,8711.6,8711.72,8705.72,8705.85,38.815
2020-01-20,8650.01,8650.21,8647.95,8650.0,3.785
2020-01-21,8745.82,8745.82,8740.07,8742.43,54.555
2020-01-22,8682.7,8686.69,8681.78,8684.57,61.483
2020-01-23,8416.69,8419.66,8408.73,8409.6,45.158
2020-01-24,8442.48,8445.39,8441.96,8441.96,102.659
2020-01-25,8350.5,8350.9,8336.69,8344.64,476.219
2020-01-26,8601.94,8613.0,8601.64,8611.21,104.839
2020-01-27,8915.73,8917.12,8913.17,8913.61,27.548
2020-01-28,9404.25,9415.0,9390.97,9398.98,311.607
2020-01-29,9303.83,9313.6,9303.83,9311.0,38.297
2020-01-30,9524.79,9528.24,9521.0,9525.67,100.173
2020-01-31,9361.58,9366.74,9361.0,9364.51,129.075
2020-02-01,9392.54,9395.0,9392.12,9392.74,15.049
2020-02-02,9338.05,9346.0,9325.0,9338.2,263.68
2020-02-03,9311.44,9311.49,9300.13,9300.64,106.924
2020-02-04,9196.41,9198.38,9196.41,9198.35,14.229
2020-02-05,9633.99,9633.99,9625.07,9630.0,107.206
2020-02-06,9777.36,9778.71,9777.21,9778.12,36.205
2020-02-07,9826.16,9826.28,9821.52,9821.52,91.934
2020-02-08,9910.13,9910.63,9905.0,9906.43,56.698
2020-02-09,10177.07,10177.08,10166.0,10167.38,190.4
2020-02-10,9875.03,9875.03,9859.53,9865.56,109.385
2020-02-11,10235.24,10238.59,10220.0,10229.06,500.949
2020-02-12,10340.83,10344.34,10333.2,10339.99,147.016
2020-02-13,10250.3,10251.42,10239.63,10239.63,65.251
2020-02-14,10355.33,10357.98,10354.19,10356.82,33.552
2020-02-15,9913.52,9915.02,9913.52,9914.99,38.772
2020-02-16,9946.6,9946.61,9921.86,9921.86,254.856
2020-02-17,9707.14,9716.0,9702.96,9716.0,75.514
2020-02-18,10170.07,10174.94,10166.08,10174.32,71.939
2020-02-19,9601.57,9606.23,9593.31,9593.65,99.868
2020-02-20,9596.65,9608.59,9596.65,9601.99,79.902
2020-02-21,9683.67,9683.71,9681.39,9681.39,14.378
2020-02-22,9662.28,9662.28,9658.87,9659.2,8.991
2020-02-23,9966.42,9966.78,9943.12,9943.12,198.093
2020-02-24,9667.15,9667.15,9662.95,9662.95,27.6
2020-02-25,9328.31,9330.07,9322.0,9326.0,109.634
2020-02-26,8799.9,8799.9,8789.87,8792.22,124.064
2020-02-27,8811.18,8828.0,8806.11,8828.0,200.497
2020-02-28,8709.32,8709.32,8698.55,8699.57,100.642
2020-02-29,8542.92,8542.92,8530.0,8531.98,354.026
2020-03-01,8547.28,8550.0,8537.73,8537.84,77.874
2020-03-02,8910.08,8923.4,8910.08,8919.7,250.25
2020-03-03,8762.26,8766.62,8762.26,8765.0,23.042
2020-03-04,8760.0,8761.89,8755.37,8756.93,39.044
2020-03-05,9061.18,9070.84,9059.64,9062.81,104.094
2020-03-06,9143.32,9144.54,9139.48,9139.48,32.478
2020-03-07,8897.26,8897.3,8895.22,8897.18,10.445
2020-03-08,8031.53,8043.09,8030.0,8038.46,442.288
2020-03-09,7937.36,7937.37,7930.95,7932.15,83.645
2020-03-10,7897.43,7897.66,7885.9,7897.66,191.785
2020-03-11,7934.62,7938.39,7934.46,7938.39,28.357
2020-03-12,4761.12,4850.0,4730.0,4764.65,1667.055
2020-03-13,5575.18,5577.51,5549.28,5570.26,353.996
2020-03-14,5159.0,5180.0,5159.0,5167.01,329.156
2020-03-15,5356.54,5365.0,5350.7,5357.32,152.286
2020-03-16,5011.45,5029.08,5007.0,5026.26,190.677
2020-03-17,5334.87,5337.99,5302.57,5307.38,417.706
2020-03-18,5383.0,5394.0,5379.09,5389.64,217.379
2020-03-19,6167.66,6171.21,6158.41,6159.6,159.517
2020-03-20,6221.72,6222.57,6195.51,6203.77,310.171
2020-03-21,6191.6,6191.6,6169.96,6183.69,327.246
2020-03-22,5808.88,5824.78,5806.95,5810.17,248.784
2020-03-23,6476.33,6484.45,6463.36,6463.84,271.007
2020-03-24,6744.76,6747.0,6736.9,6741.33,109.044
2020-03-25,6682.23,6682.49,6668.48,6673.41,213.975
2020-03-26,6737.1,6738.93,6731.0,6733.76,88.897
2020-03-27,6357.33,6359.53,6350.51,6353.64,183.764
2020-03-28,6241.18,6241.18,6230.0,6230.95,206.63
2020-03-29,5883.13,5884.45,5870.0,5876.27,515.483
2020-03-30,6380.79,6392.91,6379.31,6391.08,245.609
2020-03-31,6408.01,6409.16,6401.11,6407.1,252.569
2020-04-01,6627.93,6645.0,6619.0,6641.51,600.037
2020-04-02,6802.78,6805.0,6788.85,6791.63,251.908
2020-04-03,6729.42,6733.87,6725.12,6729.8,100.445
2020-04-04,6848.71,6854.7,6848.51,6851.1,59.81
2020-04-05,6767.31,6773.35,6767.3,6768.9,222.013
2020-04-06,7325.64,7337.23,7320.85,7325.73,714.812
2020-04-07,7199.0,7200.72,7192.01,7192.9,121.617
2020-04-08,7357.71,7359.05,7355.17,7357.66,70.715
2020-04-09,7281.32,7286.47,7276.55,7278.65,104.352
2020-04-10,6863.32,6865.0,6857.0,6857.82,145.373
2020-04-11,6878.29,6878.8,6873.41,6874.18,72.61
2020-04-12,6904.39,6904.75,6890.97,6900.52,945.492
2020-04-13,6836.98,6837.49,6833.16,6834.0,67.658
2020-04-14,6859.99,6867.49,6859.01,6864.11,165.594
2020-04-15,6618.29,6620.92,6615.0,6616.89,221.576
2020-04-16,7101.34,7102.34,7096.04,7098.15,194.639
2020-04-17,7024.5,7025.75,7019.0,7022.44,353.155
2020-04-18,7242.73,7243.39,7240.85,7242.42,57.156
2020-04-19,7120.4,7120.4,7115.69,7118.03,110.03
2020-04-20,6825.73,6830.87,6825.29,6825.29,185.17
2020-04-21,6835.57,6840.0,6834.67,6838.0,145.239
2020-04-22,7115.77,7122.75,7115.28,7120.06,585.292
2020-04-23,7473.85,7487.84,7473.31,7483.35,498.465
2020-04-24,7500.36,7505.0,7500.0,7504.11,148.514
2020-04-25,7534.98,7535.36,7534.01,7534.01,16.666
2020-04-26,7689.74,7697.39,7688.79,7694.17,374.529
2020-04-27,7774.43,7775.03,7771.07,7774.0,194.88
2020-04-28,7744.0,7749.69,7735.01,7735.75,463.069
2020-04-29,8772.33,8786.0,8771.63,8784.2,357.669
2020-04-30,8644.45,8644.5,8623.59,8624.76,199.66
2020-05-01,8823.82,8833.88,8823.74,8830.52,266.175
2020-05-02,8970.0,8978.98,8970.0,8975.18,124.112
2020-05-03,8903.27,8905.1,8896.57,8900.0,163.597
2020-05-04,8873.46,8879.81,8869.36,8873.98,218.443
2020-05-05,9041.04,9045.67,9020.0,9022.78,786.905
2020-05-06,9159.55,9166.73,9136.34,9148.27,633.331
2020-05-07,9986.51,9997.34,9972.32,9995.0,631.208
2020-05-08,9819.0,9819.36,9807.49,9807.49,534.169
2020-05-09,9550.35,9564.55,9545.6,9550.67,373.471
2020-05-10,8739.99,8750.0,8715.14,8719.53,627.61
2020-05-11,8608.39,8608.98,8550.0,8561.09,1123.326
2020-05-12,8807.76,8815.44,8802.02,8808.71,317.565
2020-05-13,9289.51,9307.42,9289.24,9305.91,246.642
2020-05-14,9782.29,9788.79,9782.0,9786.8,73.308
2020-05-15,9307.72,9315.0,9307.55,9310.73,214.345
2020-05-16,9382.32,9384.93,9374.94,9374.99,97.139
2020-05-17,9671.53,9678.96,9671.12,9678.57,143.003
2020-05-18,9720.59,9731.11,9720.55,9731.1,90.447
2020-05-19,9779.62,9780.0,9765.23,9773.64,514.875
2020-05-20,9510.26,9512.4,9505.0,9508.11,193.72
2020-05-21,9031.54,9068.0,9030.53,9060.0,1341.799
2020-05-22,9163.26,9166.66,9163.26,9166.4,38.037
2020-05-23,9173.52,9177.58,9173.01,9176.41,42.398
2020-05-24,8734.77,8737.18,8703.0,8711.37,936.165
2020-05-25,8888.22,8895.66,8887.73,8895.65,152.032
2020-05-26,8838.33,8840.96,8836.27,8837.05,62.958
2020-05-27,9187.31,9199.0,9185.09,9197.32,698.007
2020-05-28,9559.91,9574.0,9559.59,9569.59,349.518
2020-05-29,9420.97,9422.93,9420.51,9422.26,19.083
2020-05-30,9690.2,9695.0,9689.94,9695.0,92.907
2020-05-31,9456.92,9460.0,9446.0,9446.43,234.907
2020-06-01,10234.0,10238.92,10217.0,10232.48,416.716
2020-06-02,9525.12,9525.94,9514.89,9514.9,62.508
2020-06-03,9652.3,9663.87,9651.83,9663.59,156.062
2020-06-04,9789.0,9794.99,9787.59,9788.33,98.427
2020-06-05,9624.12,9624.39,9615.08,9617.29,312.489
2020-06-06,9666.38,9666.85,9664.0,9664.0,36.999
2020-06-07,9745.43,9745.65,9742.18,9743.92,44.294
2020-06-08,9773.3,9779.14,9772.61,9778.87,172.385
2020-06-09,9766.35,9774.0,9766.34,9771.66,56.521
2020-06-10,9885.04,9885.86,9884.03,9884.99,52.978
2020-06-11,9287.82,9295.0,9264.96,9278.03,551.528
2020-06-12,9459.82,9462.24,9458.91,9458.91,32.46
2020-06-13,9461.0,9470.0,9460.99,9468.54,358.066
2020-06-14,9339.39,9339.9,9333.62,9339.61,82.49
2020-06-15,9418.17,9422.04,9418.02,9422.01,36.762
2020-06-16,9519.61,9519.89,9518.0,9519.12,54.995
2020-06-17,9456.89,9459.52,9455.7,9458.45,73.904
2020-06-18,9383.99,9384.99,9377.99,9381.59,209.271
2020-06-19,9306.05,9307.59,9306.05,9307.0,50.444
2020-06-20,9350.14,9354.04,9349.98,9354.04,59.088
2020-06-21,9292.98,9293.65,9291.31,9293.51,29.159
2020-06-22,9687.29,9687.29,9686.66,9686.99,32.565
2020-06-23,9631.73,9633.0,9630.65,9631.66,91.687
2020-06-24,9307.29,9315.09,9283.61,9298.4,1634.908
2020-06-25,9246.51,9248.9,9246.51,9246.75,81.128
2020-06-26,9161.21,9161.71,9158.88,9159.99,32.134
2020-06-27,9011.53,9011.53,9008.0,9008.0,51.788
2020-06-28,9125.7,9128.0,9110.7,9114.0,329.726
2020-06-29,9184.78,9189.99,9184.78,9189.48,68.842
2020-06-30,9140.01,9140.01,9130.18,9138.87,202.13
2020-07-01,9232.35,9233.55,9230.0,9233.29,25.079
2020-07-02,9086.93,9088.68,9086.38,9087.72,38.552
2020-07-03,9069.95,9069.95,9057.52,9057.52,238.719
2020-07-04,9129.78,9143.75,9129.78,9137.18,493.476
2020-07-05,9084.76,9093.0,9070.4,9071.86,553.384
2020-07-06,9338.9,9341.33,9335.0,9339.6,203.681
2020-07-07,9256.31,9258.99,9256.3,9258.51,69.228
2020-07-08,9437.35,9437.36,9435.6,9436.08,31.748
2020-07-09,9236.22,9238.74,9236.22,9236.28,36.146
2020-07-10,9284.7,9288.84,9284.46,9288.39,75.612
2020-07-11,9233.03,9233.5,9233.03,9233.5,4.085
2020-07-12,9295.0,9302.77,9295.0,9300.69,260.367
2020-07-13,9242.51,9242.51,9240.07,9241.2,19.625
2020-07-14,9253.0,9254.17,9253.0,9254.17,37.145
2020-07-15,9197.18,9198.49,9196.0,9197.3,83.164
2020-07-16,9131.0,9132.73,9130.99,9132.0,18.656
2020-07-17,9152.14,9152.15,9151.69,9151.69,7.075
2020-07-18,9171.01,9171.8,9171.0,9171.8,2.897
2020-07-19,9208.85,9210.51,9208.02,9210.51,29.275
2020-07-20,9160.25,9161.78,9160.25,9161.13,18.06
2020-07-21,9381.38,9388.01,9381.37,9388.01,110.855
2020-07-22,9526.51,9527.57,9515.78,9518.25,231.023
2020-07-23,9604.52,9607.0,9604.41,9604.41,79.635
2020-07-24,9542.61,9542.61,9539.66,9539.7,14.306
2020-07-25,9699.99,9702.72,9698.1,9701.49,70.659
2020-07-26,9935.99,9939.69,9935.99,9939.69,127.473
2020-07-27,11049.4,11050.0,11032.01,11047.58,501.588
2020-07-28,10926.0,10926.44,10918.99,10919.94,53.446
2020-07-29,11113.77,11120.46,11112.42,11113.03,101.505
2020-07-30,11111.42,11112.16,11110.2,11111.96,66.475
2020-07-31,11337.4,11349.03,11337.4,11343.68,127.777
2020-08-01,11818.32,11820.0,11802.48,11811.42,530.505
2020-08-02,11083.62,11084.34,11058.34,11079.72,308.07
2020-08-03,11230.17,11231.8,11223.47,11227.07,123.463
2020-08-04,11197.08,11201.55,11189.03,11200.05,120.953
2020-08-05,11751.09,11752.5,11751.01,11752.5,69.538
2020-08-06,11769.83,11771.35,11765.81,11770.56,100.227
2020-08-07,11598.76,11599.85,11593.65,11596.06,57.979
2020-08-08,11770.44,11776.75,11763.01,11765.72,175.263
2020-08-09,11681.38,11689.05,11681.38,11685.99,76.247
2020-08-10,11892.93,11897.0,11891.0,11896.89,90.454
2020-08-11,11395.35,11396.35,11389.67,11392.64,98.946
2020-08-12,11566.38,11568.37,11564.08,11568.36,28.549
2020-08-13,11774.61,11790.0,11770.02,11790.0,315.953
2020-08-14,11765.56,11769.66,11765.55,11767.89,57.58
2020-08-15,11867.6,11867.6,11854.25,11859.04,99.014
2020-08-16,11918.43,11923.8,11918.43,11921.23,99.628
2020-08-17,12286.87,12299.58,12286.32,12298.06,176.81
2020-08-18,11980.29,11980.89,11960.41,11960.79,144.639
2020-08-19,11736.98,11769.91,11736.98,11763.87,351.578
2020-08-20,11860.57,11861.24,11857.02,11857.92,73.565
2020-08-21,11531.39,11539.0,11530.06,11538.53,93.908
2020-08-22,11680.0,11680.01,11668.97,11670.47,221.246
2020-08-23,11654.08,11654.52,11651.89,11654.0,70.649
2020-08-24,11755.01,11756.37,11752.37,11753.3,54.242
2020-08-25,11332.62,11333.0,11327.0,11327.17,90.91
2020-08-26,11460.92,11467.74,11460.0,11466.22,540.054
2020-08-27,11307.79,11337.0,11307.79,11335.53,599.931
2020-08-28,11534.05,11534.05,11521.23,11526.85,77.369
2020-08-29,11470.64,11471.14,11463.68,11466.66,200.148
2020-08-30,11714.95,11724.12,11713.04,11714.14,348.936
2020-08-31,11658.11,11660.53,11658.11,11658.11,78.462
2020-09-01,11932.24,11938.17,11930.01,11930.18,229.69
2020-09-02,11398.65,11401.13,11392.45,11396.96,146.397
2020-09-03,10153.1,10168.99,10137.51,10141.08,606.515
2020-09-04,10451.3,10452.24,10445.4,10448.0,98.185
2020-09-05,10164.34,10169.32,10159.24,10168.71,154.118
2020-09-06,10255.11,10258.13,10248.58,10258.13,41.252
2020-09-07,10374.98,10380.0,10373.01,10378.76,180.124
2020-09-08,10122.99,10132.0,10120.1,10129.02,165.976
2020-09-09,10221.0,10223.92,10217.0,10219.29,127.976
2020-09-10,10341.53,10341.54,10332.81,10335.91,63.625
2020-09-11,10386.85,10390.75,10383.64,10387.81,104.078
2020-09-12,10438.1,10439.99,10437.0,10438.28,37.572
2020-09-13,10317.74,10329.99,10317.0,10327.72,351.11
2020-09-14,10662.89,10666.63,10660.21,10664.1,151.646
2020-09-15,10774.57,10779.7,10773.05,10776.78,75.676
2020-09-16,10941.24,10948.17,10936.23,10948.17,92.917
2020-09-17,10933.17,10937.65,10933.16,10935.33,76.985
2020-09-18,10924.66,10928.01,10924.66,10926.29,100.232
2020-09-19,11071.79,11080.0,11071.69,11073.74,165.602
2020-09-20,10917.1,10917.78,10912.42,10914.28,100.242
2020-09-21,10422.33,10423.98,10405.72,10414.73,713.834
2020-09-22,10523.33,10524.63,10521.42,10523.32,92.943
2020-09-23,10228.22,10237.92,10225.85,10237.91,97.182
2020-09-24,10719.93,10731.23,10718.01,10724.92,130.437
2020-09-25,10678.58,10683.99,10677.65,10683.51,61.128
2020-09-26,10726.51,10726.51,10723.0,10726.5,63.462
2020-09-27,10765.5,10768.0,10762.9,10768.0,137.748
2020-09-28,10686.98,10696.45,10686.98,10691.45,196.878
2020-09-29,10838.21,10838.41,10835.75,10836.98,99.92
2020-09-30,10763.84,10774.14,10762.69,10773.0,158.514
2020-10-01,10616.71,10619.14,10612.63,10612.63,150.396
2020-10-02,10564.45,10565.15,10564.45,10565.15,54.19
2020-10-03,10533.55,10538.53,10533.55,10537.96,50.189
2020-10-04,10666.82,10668.35,10660.0,10660.16,119.878
2020-10-05,10777.19,10785.0,10777.07,10785.0,191.242
2020-10-06,10592.0,10597.64,10592.0,10593.65,154.953
2020-10-07,10662.67,10662.68,10658.75,10658.75,99.793
2020-10-08,10920.0,10920.01,10908.04,10919.45,193.912
2020-10-09,11052.65,11052.65,11050.46,11050.47,47.495
2020-10-10,11297.99,11299.27,11293.8,11294.79,58.492
2020-10-11,11371.69,11373.74,11369.59,11369.59,123.781
2020-10-12,11536.45,11536.56,11530.01,11530.36,89.27
2020-10-13,11417.34,11419.93,11417.33,11419.36,32.296
2020-10-14,11413.18,11418.27,11411.97,11417.13,126.315
2020-10-15,11496.61,11504.21,11496.6,11502.0,122.37
2020-10-16,11315.99,11321.46,11315.99,11318.92,66.006
2020-10-17,11354.38,11359.26,11354.37,11356.25,106.135
2020-10-18,11496.4,11505.92,11495.13,11501.1,287.104
2020-10-19,11743.79,11745.0,11743.78,11745.0,28.742
2020-10-20,11898.93,11900.9,11898.93,11900.03,34.639
